Market Place,Crop Variety,Producer Min,Producer Max,Wholesale Min,Wholesale Max,Retail Min,Retail Max,Volume,Collection Date
Bahir Dar kebele 04,White Teff (Quintal),0,0,2750,3000,2900,3200,Sufficient,7/18/2019
Adama City,White Teff (Quintal),0,0,2880,2900,2950,3000,Sufficient,7/18/2019
Humera,White Teff (Quintal),0,0,3200,3300,0,0,Sufficient,7/24/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,2800,3000,2950,3300,Sufficient,7/25/2019
Adama City,White Teff (Quintal),0,0,2950,3000,3050,3100,Sufficient,7/25/2019
Humera,White Teff (Quintal),0,0,3200,3300,0,0,Sufficient,7/31/2019
Adama City,White Teff (Quintal),0,0,2950,3000,3100,3200,Sufficient,8/1/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,2800,3000,2900,3200,Sufficient,8/1/2019
Hawassa ,White Teff (Quintal),0,0,2900,3000,3200,3300,Sufficient,8/5/2019
Humera,White Teff (Quintal),0,0,3200,3300,0,0,Sufficient,8/7/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,2850,3000,2950,3200,Sufficient,8/8/2019
Adama City,White Teff (Quintal),0,0,3000,3100,3200,3250,Sufficient,8/8/2019
Hawassa ,White Teff (Quintal),0,0,3000,3100,3200,3300,Sufficient,8/12/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,2900,3050,2950,3200,Sufficient,8/15/2019
Adama City,White Teff (Quintal),0,0,2950,3000,3100,3200,Sufficient,8/15/2019
Hawassa ,White Teff (Quintal),0,0,2800,3200,2900,3300,Under,8/19/2019
Humera,White Teff (Quintal),0,0,3200,3300,0,0,Sufficient,8/21/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3000,3100,3100,3300,Sufficient,8/22/2019
Adama City,White Teff (Quintal),0,0,2780,2800,2850,2900,Sufficient,8/22/2019
Hawassa ,White Teff (Quintal),0,0,2800,3200,2950,3300,Under,8/26/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3000,3200,3200,3400,Sufficient,8/29/2019
Hawassa ,White Teff (Quintal),0,0,2900,3200,3000,3300,Sufficient,9/2/2019
Humera,White Teff (Quintal),0,0,3300,3400,0,0,Sufficient,9/4/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3050,3200,3250,3400,Sufficient,9/5/2019
Adama City,White Teff (Quintal),0,0,2700,2800,2850,2900,Sufficient,9/5/2019
Hawassa ,White Teff (Quintal),0,0,2800,3200,2900,3300,Sufficient,9/9/2019
Hawassa ,White Teff (Quintal),0,0,2800,3200,2900,3300,Sufficient,9/16/2019
Humera,White Teff (Quintal),0,0,3350,3400,0,0,Sufficient,9/18/2019
Adama City,White Teff (Quintal),0,0,3000,3100,3150,3200,Sufficient,9/19/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3000,3200,3200,3400,Sufficient,9/19/2019
Hawassa ,White Teff (Quintal),0,0,2800,3200,2900,3300,Sufficient,9/23/2019
Humera,White Teff (Quintal),0,0,3380,3400,0,0,Under,9/25/2019
Humera,White Teff (Quintal),0,0,3380,3400,0,0,Under,9/25/2019
Humera,White Teff (Quintal),0,0,3380,3400,0,0,Under,9/25/2019
Humera,White Teff (Quintal),0,0,3380,3400,0,0,Under,9/25/2019
Humera,White Teff (Quintal),0,0,3380,3400,0,0,Under,9/25/2019
Humera,White Teff (Quintal),0,0,3380,3400,0,0,Under,9/25/2019
Adama City,White Teff (Quintal),0,0,2950,3000,3150,3200,Sufficient,9/26/2019
Hawassa ,White Teff (Quintal),0,0,2750,3100,2850,3200,Sufficient,9/30/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3100,3250,3200,3400,Sufficient,10/3/2019
Adama City,White Teff (Quintal),0,0,2700,2750,2800,2900,Sufficient,10/3/2019
Hawassa ,White Teff (Quintal),0,0,2800,3100,2900,3300,Sufficient,10/7/2019
Humera,White Teff (Quintal),0,0,3400,3500,0,0,Under,10/9/2019
Adama City,White Teff (Quintal),0,0,2700,2780,2800,2900,Sufficient,10/10/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3100,3250,3200,3400,Sufficient,10/10/2019
Hawassa ,White Teff (Quintal),0,0,2800,3200,2900,3300,Sufficient,10/14/2019
Humera,White Teff (Quintal),0,0,3500,3600,0,0,Sufficient,10/16/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3100,3200,3200,3400,Sufficient,10/17/2019
Adama City,White Teff (Quintal),0,0,2700,2750,2800,2900,Sufficient,10/17/2019
Hawassa ,White Teff (Quintal),0,0,2800,3200,2900,3300,Sufficient,10/21/2019
Humera,White Teff (Quintal),0,0,3500,3600,0,0,Sufficient,10/23/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3100,3200,3200,3400,Sufficient,10/24/2019
Hawassa ,White Teff (Quintal),0,0,2800,3100,2900,3300,Sufficient,10/28/2019
Humera,White Teff (Quintal),0,0,3500,3600,0,0,Sufficient,10/30/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3150,3250,3300,3400,Sufficient,10/31/2019
Adama City,White Teff (Quintal),0,0,2700,2800,2900,3000,Sufficient,10/31/2019
Bonga,White Teff (Quintal),0,0,3200,3300,3300,3400,Sufficient,11/2/2019
Dilla,White Teff (Quintal),2750,2800,2850,2900,2950,3000,Sufficient,11/2/2019
Hawassa ,White Teff (Quintal),0,0,2800,3200,2900,3300,Sufficient,11/4/2019
Humera,White Teff (Quintal),0,0,3400,3500,0,0,Sufficient,11/6/2019
Adama City,White Teff (Quintal),0,0,2700,2800,2900,3000,Sufficient,11/7/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3100,3200,3250,3400,Sufficient,11/7/2019
Dilla,White Teff (Quintal),2750,2800,2900,2950,2950,3000,Sufficient,11/9/2019
Hawassa ,White Teff (Quintal),0,0,2800,3200,2900,3300,Sufficient,11/11/2019
Humera,White Teff (Quintal),0,0,3400,3500,0,0,Sufficient,11/13/2019
Adama City,White Teff (Quintal),0,0,2750,2800,2900,3000,Sufficient,11/14/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3150,3250,3250,3450,Sufficient,11/14/2019
Bonga,White Teff (Quintal),0,0,2700,2800,3100,3200,Sufficient,11/16/2019
Dilla,White Teff (Quintal),2780,2820,2900,2930,2980,3000,Sufficient,11/16/2019
Hawassa ,White Teff (Quintal),0,0,2900,3200,3000,3300,Sufficient,11/18/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3300,3500,3400,3600,Sufficient,11/21/2019
Shire-Endaselassie,White Teff (Quintal),0,0,3000,3300,3226,3584,Sufficient,11/23/2019
Dilla,White Teff (Quintal),2790,2800,2920,2950,2985,3000,Sufficient,11/23/2019
Hawassa ,White Teff (Quintal),0,0,2800,3200,2900,3300,Sufficient,11/25/2019
Humera,White Teff (Quintal),0,0,3500,3600,0,0,Sufficient,11/27/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3200,3500,3250,3600,Sufficient,11/28/2019
Adama City,White Teff (Quintal),0,0,2600,2700,2800,2900,Sufficient,11/28/2019
Dilla,White Teff (Quintal),2750,2800,2850,2900,2930,3000,Sufficient,11/30/2019
Shire-Endaselassie,White Teff (Quintal),0,0,3150,3300,3226,3584,Sufficient,11/30/2019
Hawassa ,White Teff (Quintal),0,0,2800,3300,2900,3400,Sufficient,12/2/2019
Woldia Gebeya,White Teff (Quintal),2898,2967,0,0,3036,3105,Sufficient,12/3/2019
Humera,White Teff (Quintal),0,0,3400,3500,0,0,Sufficient,12/4/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3350,3500,3400,3650,Sufficient,12/5/2019
Adama City,White Teff (Quintal),0,0,2700,2750,2800,2900,Over,12/5/2019
Bonga,White Teff (Quintal),0,0,2900,3000,3100,3200,Sufficient,12/7/2019
Shire-Endaselassie,White Teff (Quintal),0,0,3000,3300,3391,3584,Sufficient,12/7/2019
Hawassa ,White Teff (Quintal),0,0,2800,3300,2900,3400,Sufficient,12/9/2019
Woldia Gebeya,White Teff (Quintal),2691,2760,0,0,2760,2829,Sufficient,12/10/2019
Humera,White Teff (Quintal),0,0,3500,3550,0,0,Sufficient,12/11/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3300,3500,3450,3650,Sufficient,12/12/2019
Adama City,White Teff (Quintal),0,0,2900,3000,3100,3200,Sufficient,12/12/2019
Dilla,White Teff (Quintal),0,0,2800,2900,2950,3000,Sufficient,12/14/2019
Shire-Endaselassie,White Teff (Quintal),0,0,3160,3250,3226,3584,Sufficient,12/14/2019
Hawassa ,White Teff (Quintal),0,0,2800,3300,2900,3400,Sufficient,12/16/2019
Woldia Gebeya,White Teff (Quintal),2967,3036,0,0,3105,3174,Over,12/17/2019
Humera,White Teff (Quintal),0,0,3400,3500,0,0,Sufficient,12/18/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3250,3500,3400,3600,Sufficient,12/19/2019
Adama City,White Teff (Quintal),0,0,3000,3050,3100,3200,Sufficient,12/19/2019
Bonga,White Teff (Quintal),0,0,3000,3100,3200,3300,Sufficient,12/21/2019
Shire-Endaselassie,White Teff (Quintal),0,0,3340,3380,3395,3584,Sufficient,12/21/2019
Hawassa ,White Teff (Quintal),0,0,2800,3300,2900,3400,Sufficient,12/23/2019
Woldia Gebeya,White Teff (Quintal),2829,2933,0,0,2967,3105,Over,12/24/2019
Humera,White Teff (Quintal),0,0,3400,3500,0,0,Sufficient,12/25/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3250,3500,3400,3600,Sufficient,12/26/2019
Adama City,White Teff (Quintal),0,0,2900,3000,3100,3200,Over,12/26/2019
Bonga,White Teff (Quintal),0,0,3000,3100,3200,3300,Sufficient,12/28/2019
Shire-Endaselassie,White Teff (Quintal),0,0,3350,3400,3395,3584,Sufficient,12/28/2019
Dilla,White Teff (Quintal),0,0,2950,3000,3050,3100,Sufficient,12/28/2019
Hawassa ,White Teff (Quintal),0,0,2900,3400,3000,3600,Sufficient,12/30/2019
Woldia Gebeya,White Teff (Quintal),2829,2898,0,0,2967,3105,Sufficient,12/31/2019
Humera,White Teff (Quintal),0,0,3400,3500,0,0,Sufficient,1/1/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3200,3400,3300,3500,Sufficient,1/2/2020
Adama City,White Teff (Quintal),0,0,2900,3000,3100,3200,Over,1/2/2020
Dilla,White Teff (Quintal),0,0,3000,3100,3200,3300,Sufficient,1/4/2020
Bonga,White Teff (Quintal),0,0,2600,2700,3200,3300,Sufficient,1/4/2020
Shire-Endaselassie,White Teff (Quintal),0,0,3320,3360,3226,3584,Sufficient,1/4/2020
Hawassa ,White Teff (Quintal),0,0,2900,3400,3000,3600,Sufficient,1/6/2020
Humera,White Teff (Quintal),0,0,3400,3500,0,0,Sufficient,1/8/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3200,3400,3300,3500,Sufficient,1/9/2020
Adama City,White Teff (Quintal),0,0,3000,3100,3200,3300,Sufficient,1/9/2020
Bonga,White Teff (Quintal),0,0,3100,3200,3300,3400,Sufficient,1/11/2020
Shire-Endaselassie,White Teff (Quintal),0,0,3300,3350,3226,3395,Sufficient,1/11/2020
Hawassa ,White Teff (Quintal),0,0,3000,3400,3100,3600,Sufficient,1/13/2020
Woldia Gebeya,White Teff (Quintal),2967,3001,0,0,3036,3105,Sufficient,1/14/2020
Humera,White Teff (Quintal),0,0,3400,3500,0,0,Sufficient,1/15/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3200,3400,3300,3500,Sufficient,1/16/2020
Adama City,White Teff (Quintal),0,0,3000,3100,3200,3300,Sufficient,1/16/2020
Bonga,White Teff (Quintal),0,0,2900,3000,3300,3400,Sufficient,1/18/2020
Shire-Endaselassie,White Teff (Quintal),0,0,3290,3345,3226,3395,Sufficient,1/18/2020
Hawassa ,White Teff (Quintal),0,0,3000,3400,3100,3600,Sufficient,1/20/2020
Humera,White Teff (Quintal),0,0,3500,3600,0,0,Sufficient,1/22/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3200,3400,3400,3600,Sufficient,1/23/2020
Adama City,White Teff (Quintal),0,0,3000,3100,3200,3300,Over,1/23/2020
Bonga,White Teff (Quintal),0,0,3200,3300,3400,3500,Sufficient,1/25/2020
Shire-Endaselassie,White Teff (Quintal),0,0,3260,3350,3226,3395,Sufficient,1/25/2020
Hawassa ,White Teff (Quintal),0,0,2900,3400,3100,3600,Sufficient,1/27/2020
Woldia Gebeya,White Teff (Quintal),2829,2967,0,0,3036,3174,Sufficient,1/28/2020
Humera,White Teff (Quintal),0,0,3500,3600,0,0,Sufficient,1/29/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3200,3400,3400,3600,Sufficient,1/30/2020
Adama City,White Teff (Quintal),0,0,3000,3100,3200,3300,Sufficient,1/30/2020
Shire-Endaselassie,White Teff (Quintal),0,0,3200,3400,3226,3395,Sufficient,2/1/2020
Bonga,White Teff (Quintal),0,0,3100,3200,3300,3400,Sufficient,2/1/2020
Woldia Gebeya,White Teff (Quintal),2898,3036,0,0,3105,3243,Over,2/4/2020
Humera,White Teff (Quintal),0,0,3500,3600,0,0,Sufficient,2/5/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3000,3250,3300,3500,Sufficient,2/6/2020
Adama City,White Teff (Quintal),0,0,3100,3200,3300,3500,Sufficient,2/6/2020
Bonga,White Teff (Quintal),0,0,3100,3200,3300,3400,Sufficient,2/8/2020
Shire-Endaselassie,White Teff (Quintal),0,0,3300,3380,3395,3584,Sufficient,2/8/2020
Hawassa ,White Teff (Quintal),0,0,2900,3400,3100,3600,Sufficient,2/10/2020
Woldia Gebeya,White Teff (Quintal),2829,2967,0,0,3036,3174,Sufficient,2/11/2020
Humera,White Teff (Quintal),0,0,3500,3600,0,0,Sufficient,2/12/2020
Adama City,White Teff (Quintal),0,0,2800,2840,3100,3200,Over,2/13/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3050,3250,3350,3500,Sufficient,2/13/2020
Bonga,White Teff (Quintal),0,0,3100,3200,3300,3400,Sufficient,2/15/2020
Shire-Endaselassie,White Teff (Quintal),0,0,3340,3380,3395,3580,Sufficient,2/15/2020
Hawassa ,White Teff (Quintal),0,0,2900,3500,3000,3600,Sufficient,2/17/2020
Woldia Gebeya,White Teff (Quintal),3036,3070.5,0,0,3105,3174,Over,2/18/2020
Humera,White Teff (Quintal),0,0,3400,3500,0,0,Sufficient,2/19/2020
Adama City,White Teff (Quintal),0,0,3100,3200,3250,3300,Over,2/20/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3100,3250,3350,3550,Sufficient,2/20/2020
Bonga,White Teff (Quintal),0,0,3200,3300,3400,3500,Sufficient,2/22/2020
Shire-Endaselassie,White Teff (Quintal),0,0,3350,3385,3395,3468,Sufficient,2/22/2020
Dilla,White Teff (Quintal),0,0,3100,3200,3200,3300,Sufficient,2/22/2020
Hawassa ,White Teff (Quintal),0,0,2900,3500,3000,3600,Sufficient,2/24/2020
Woldia Gebeya,White Teff (Quintal),3036,3105,0,0,3139.5,3243,Sufficient,2/25/2020
Humera,White Teff (Quintal),0,0,3500,3600,0,0,Sufficient,2/26/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3250,3400,3400,3650,Sufficient,2/27/2020
Adama City,White Teff (Quintal),0,0,3100,3200,3300,3400,Sufficient,2/28/2020
Shire-Endaselassie,White Teff (Quintal),0,0,3360,3400,3395,3468,Sufficient,2/29/2020
Bonga,White Teff (Quintal),0,0,3200,3300,3400,3500,Sufficient,2/29/2020
Hawassa ,White Teff (Quintal),0,0,3000,3500,3100,3700,Sufficient,3/2/2020
Woldia Gebeya,White Teff (Quintal),3036,3105,0,0,3140,3243,Sufficient,3/3/2020
Humera,White Teff (Quintal),0,0,3600,3700,0,0,Sufficient,3/4/2020
Adama City,White Teff (Quintal),0,0,3200,3300,3400,3450,Over,3/5/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3300,3450,3450,3650,Sufficient,3/5/2020
Shire-Endaselassie,White Teff (Quintal),0,0,3560,3600,3584,3707,Under,3/7/2020
Bonga,White Teff (Quintal),0,0,3200,3300,3400,3500,Sufficient,3/7/2020
Dilla,White Teff (Quintal),0,0,3000,3200,3200,3300,Sufficient,3/7/2020
Hawassa ,White Teff (Quintal),0,0,3300,3600,3400,3800,Under,3/9/2020
Woldia Gebeya,White Teff (Quintal),2967,3036,0,0,3036,3243,Sufficient,3/10/2020
Humera,White Teff (Quintal),0,0,3600,3700,0,0,Sufficient,3/11/2020
Adama City,White Teff (Quintal),0,0,3200,3300,3400,3450,Sufficient,3/12/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3350,3500,3500,3650,Sufficient,3/12/2020
Adama City,White Teff (Quintal),0,0,3200,3300,3400,3450,Sufficient,3/13/2020
Bonga,White Teff (Quintal),0,0,3200,3300,3400,3500,Sufficient,3/14/2020
Dilla,White Teff (Quintal),0,0,3000,3200,3200,3300,Sufficient,3/14/2020
Shire-Endaselassie,White Teff (Quintal),0,0,3600,3650,3584,3794,Under,3/14/2020
Hawassa ,White Teff (Quintal),0,0,3300,3600,3400,3800,Under,3/16/2020
Woldia Gebeya,White Teff (Quintal),3036,3105,0,0,3174,3312,Sufficient,3/17/2020
Humera,White Teff (Quintal),0,0,3700,3800,0,0,Under,3/18/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3350,3500,3450,3600,Sufficient,3/19/2020
Adama City,White Teff (Quintal),0,0,3100,3200,3300,3400,Sufficient,3/19/2020
Bonga,White Teff (Quintal),0,0,3350,3400,3550,3650,Sufficient,3/21/2020
Shire-Endaselassie,White Teff (Quintal),0,0,3700,3800,3795,4032,Under,3/21/2020
Dilla,White Teff (Quintal),0,0,3200,3300,3200,3400,Sufficient,3/21/2020
Hawassa ,White Teff (Quintal),0,0,3300,3600,3400,3700,Under,3/23/2020
Woldia Gebeya,White Teff (Quintal),3105,3243,0,0,3312,3450,Sufficient,3/24/2020
Humera,White Teff (Quintal),0,0,3700,3800,0,0,Sufficient,3/25/2020
Adama City,White Teff (Quintal),0,0,3300,3350,3400,3500,Sufficient,3/26/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3350,3550,3450,3650,Under,3/26/2020
Bonga,White Teff (Quintal),0,0,3500,3600,3700,3800,Sufficient,3/28/2020
Shire-Endaselassie,White Teff (Quintal),0,0,3800,4000,4000,4035,Under,3/28/2020
Hawassa ,White Teff (Quintal),0,0,3400,3600,3500,3700,Under,3/30/2020
Humera,White Teff (Quintal),0,0,3750,3800,0,0,Sufficient,4/1/2020
Bonga,White Teff (Quintal),0,0,3700,3800,3900,4000,Sufficient,4/4/2020
Shire-Endaselassie,White Teff (Quintal),0,0,3950,4000,4020,4035,Under,4/4/2020
Hawassa ,White Teff (Quintal),0,0,3300,3600,3400,3800,Under,4/6/2020
Humera,White Teff (Quintal),0,0,4000,4100,0,0,Under,4/8/2020
Adama City,White Teff (Quintal),0,0,0,0,3500,3600,Under,4/9/2020
Bonga,White Teff (Quintal),0,0,3400,3500,3600,3700,Sufficient,4/11/2020
Shire-Endaselassie,White Teff (Quintal),0,0,3980,4000,4100,4120,Under,4/11/2020
Hawassa ,White Teff (Quintal),0,0,3200,3700,3300,3900,Under,4/13/2020
Humera,White Teff (Quintal),0,0,3900,4000,0,0,Under,4/15/2020
Adama City,White Teff (Quintal),0,0,0,0,3300,3400,Under,4/16/2020
Bonga,White Teff (Quintal),0,0,3750,3800,3900,4000,Sufficient,4/18/2020
Shire-Endaselassie,White Teff (Quintal),0,0,3900,4000,4090,4100,Under,4/18/2020
Hawassa ,White Teff (Quintal),0,0,3300,3700,3400,3800,Under,4/20/2020
Humera,White Teff (Quintal),0,0,3900,3900,0,0,Sufficient,4/22/2020
Bonga,White Teff (Quintal),0,0,3600,3700,3800,3900,Sufficient,4/25/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4000,4060,4120,4300,Under,4/25/2020
Hawassa ,White Teff (Quintal),0,0,3400,3700,3500,3900,Under,4/27/2020
Humera,White Teff (Quintal),0,0,3900,4000,0,0,Sufficient,4/29/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,3700,3900,Under,4/30/2020
Adama City,White Teff (Quintal),0,0,0,0,3700,3800,Under,4/30/2020
Bonga,White Teff (Quintal),0,0,2900,3000,3100,3200,Sufficient,5/2/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4100,4250,4300,4510,Under,5/2/2020
Hawassa ,White Teff (Quintal),0,0,3300,3700,3400,3900,Sufficient,5/4/2020
Humera,White Teff (Quintal),0,0,3900,4000,0,0,Sufficient,5/6/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,3750,3900,Under,5/7/2020
Adama City,White Teff (Quintal),0,0,0,0,3700,3800,Under,5/7/2020
Bonga,White Teff (Quintal),0,0,3600,3700,3800,3900,Sufficient,5/9/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4150,4200,4330,4550,Under,5/9/2020
Hawassa ,White Teff (Quintal),0,0,3300,3800,3500,3900,Sufficient,5/11/2020
Woldia Gebeya,White Teff (Quintal),3243,3312,0,0,3312,3381,Under,5/12/2020
Humera,White Teff (Quintal),0,0,3900,4000,0,0,Sufficient,5/13/2020
Adama City,White Teff (Quintal),0,0,0,0,3800,3900,Sufficient,5/14/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3650,3800,3800,4000,Sufficient,5/14/2020
Dilla,White Teff (Quintal),0,0,3600,3800,3600,3900,Sufficient,5/16/2020
Bonga,White Teff (Quintal),0,0,3700,3800,3900,4000,Sufficient,5/16/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4145,4190,4360,4450,Under,5/16/2020
Hawassa ,White Teff (Quintal),0,0,3500,4000,3700,4100,Under,5/18/2020
Woldia Gebeya,White Teff (Quintal),3174,3312,0,0,3312,3450,Sufficient,5/19/2020
Humera,White Teff (Quintal),0,0,4100,4200,0,0,Sufficient,5/20/2020
Adama City,White Teff (Quintal),0,0,0,0,3900,4000,Under,5/21/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3650,3750,3800,4000,Sufficient,5/21/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4180,4200,4300,4420,Under,5/23/2020
Dilla,White Teff (Quintal),0,0,3600,3800,3600,3900,Sufficient,5/23/2020
Bonga,White Teff (Quintal),0,0,3700,3800,3900,4000,Sufficient,5/23/2020
Hawassa ,White Teff (Quintal),0,0,3700,4100,3800,4200,Under,5/25/2020
Woldia Gebeya,White Teff (Quintal),3174,3312,0,0,3312,3450,Sufficient,5/26/2020
Humera,White Teff (Quintal),0,0,4000,4100,0,0,Sufficient,5/27/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3650,3750,3750,3900,Sufficient,5/28/2020
Adama City,White Teff (Quintal),0,0,0,0,4100,4200,Under,5/28/2020
Dilla,White Teff (Quintal),0,0,3600,3800,3700,3900,Sufficient,5/30/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4165,4200,4345,4395,Under,5/30/2020
Bonga,White Teff (Quintal),0,0,3700,3800,3900,4000,Sufficient,5/30/2020
Hawassa ,White Teff (Quintal),0,0,3700,4100,3800,4200,Sufficient,5/31/2020
Woldia Gebeya,White Teff (Quintal),3312,3381,0,0,3450,3588,Over,6/2/2020
Humera,White Teff (Quintal),0,0,4100,4200,0,0,Sufficient,6/3/2020
Adama City,White Teff (Quintal),0,0,0,0,4100,4200,Under,6/4/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3700,3800,3750,4000,Sufficient,6/4/2020
Bonga,White Teff (Quintal),0,0,3700,3800,3900,4000,Sufficient,6/6/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4190,4200,4385,4460,Under,6/6/2020
Dilla,White Teff (Quintal),0,0,3400,3700,3900,3800,Sufficient,6/6/2020
Hawassa ,White Teff (Quintal),0,0,3700,4100,3800,4200,Sufficient,6/8/2020
Humera,White Teff (Quintal),0,0,4100,4200,0,0,Sufficient,6/10/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3700,3850,3800,4000,Sufficient,6/11/2020
Adama City,White Teff (Quintal),0,0,3600,3700,3800,3900,Sufficient,6/11/2020
